ID	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	SGB_id
MAG09966	153_1	0.05	average	ANImf	153	SGB153
MAG09967	710_0	0.05	average	ANImf	710	SGB710
MAG09968	731_1	0.05	average	ANImf	731	SGB731
MAG09969	213_1	0.05	average	ANImf	213	SGB213
MAG09970	38_1	0.05	average	ANImf	38	SGB38
MAG09971	56_1	0.05	average	ANImf	56	SGB56
MAG09972	262_1	0.05	average	ANImf	262	SGB262
MAG09973	440_1	0.05	average	ANImf	440	SGB440
MAG09974	202_1	0.05	average	ANImf	202	SGB202
MAG09975	464_2	0.05	average	ANImf	464	SGB464
MAG09976	843_3	0.05	average	ANImf	843	SGB843
MAG09977	216_1	0.05	average	ANImf	216	SGB216
MAG09978	682_1	0.05	average	ANImf	682	SGB682
MAG09979	307_1	0.05	average	ANImf	307	SGB307
MAG09980	605_1	0.05	average	ANImf	605	SGB605
MAG09981	671_1	0.05	average	ANImf	671	SGB671
MAG09982	251_1	0.05	average	ANImf	251	SGB251
MAG09983	592_6	0.05	average	ANImf	592	SGB592
MAG09984	274_1	0.05	average	ANImf	274	SGB274
MAG09985	684_1	0.05	average	ANImf	684	SGB684
MAG09986	354_1	0.05	average	ANImf	354	SGB354
MAG09987	216_1	0.05	average	ANImf	216	SGB216
MAG09988	604_1	0.05	average	ANImf	604	SGB604
MAG09989	63_1	0.05	average	ANImf	63	SGB63
MAG09990	592_2	0.05	average	ANImf	592	SGB592
MAG09991	605_1	0.05	average	ANImf	605	SGB605
MAG09992	202_1	0.05	average	ANImf	202	SGB202
MAG09993	149_1	0.05	average	ANImf	149	SGB149
MAG09994	702_1	0.05	average	ANImf	702	SGB702
MAG09995	203_1	0.05	average	ANImf	203	SGB203
MAG09996	40_1	0.05	average	ANImf	40	SGB40
MAG09997	356_1	0.05	average	ANImf	356	SGB356
MAG09998	608_1	0.05	average	ANImf	608	SGB608
MAG09999	258_3	0.05	average	ANImf	258	SGB258
MAG10000	497_1	0.05	average	ANImf	497	SGB497
MAG10001	225_1	0.05	average	ANImf	225	SGB225
MAG10002	280_1	0.05	average	ANImf	280	SGB280
MAG10003	246_1	0.05	average	ANImf	246	SGB246
MAG10004	516_1	0.05	average	ANImf	516	SGB516
MAG10005	255_1	0.05	average	ANImf	255	SGB255
MAG10006	144_1	0.05	average	ANImf	144	SGB144
MAG10007	438_1	0.05	average	ANImf	438	SGB438
MAG10008	592_29	0.05	average	ANImf	592	SGB592
MAG10009	274_1	0.05	average	ANImf	274	SGB274
MAG10010	204_1	0.05	average	ANImf	204	SGB204
MAG10011	213_1	0.05	average	ANImf	213	SGB213
MAG10012	711_1	0.05	average	ANImf	711	SGB711
MAG10013	675_1	0.05	average	ANImf	675	SGB675
MAG10014	237_1	0.05	average	ANImf	237	SGB237
MAG10015	758_1	0.05	average	ANImf	758	SGB758
MAG10016	110_2	0.05	average	ANImf	110	SGB110
MAG10017	700_2	0.05	average	ANImf	700	SGB700
MAG10018	202_1	0.05	average	ANImf	202	SGB202
MAG10019	182_1	0.05	average	ANImf	182	SGB182
MAG10020	254_1	0.05	average	ANImf	254	SGB254
MAG10021	174_1	0.05	average	ANImf	174	SGB174
MAG10022	258_2	0.05	average	ANImf	258	SGB258
MAG10023	260_1	0.05	average	ANImf	260	SGB260
MAG10024	576_1	0.05	average	ANImf	576	SGB576
MAG10025	247_1	0.05	average	ANImf	247	SGB247
MAG10026	216_1	0.05	average	ANImf	216	SGB216
MAG10027	354_1	0.05	average	ANImf	354	SGB354
MAG10028	703_1	0.05	average	ANImf	703	SGB703
MAG10029	40_1	0.05	average	ANImf	40	SGB40
MAG10030	251_1	0.05	average	ANImf	251	SGB251
MAG10031	307_1	0.05	average	ANImf	307	SGB307
MAG10032	609_3	0.05	average	ANImf	609	SGB609
MAG10033	605_1	0.05	average	ANImf	605	SGB605
MAG10034	592_18	0.05	average	ANImf	592	SGB592
MAG10035	609_3	0.05	average	ANImf	609	SGB609
MAG10036	65_1	0.05	average	ANImf	65	SGB65
MAG10037	620_1	0.05	average	ANImf	620	SGB620
MAG10038	202_1	0.05	average	ANImf	202	SGB202
MAG10039	816_1	0.05	average	ANImf	816	SGB816
MAG10040	707_2	0.05	average	ANImf	707	SGB707
MAG10041	105_1	0.05	average	ANImf	105	SGB105
MAG10042	38_1	0.05	average	ANImf	38	SGB38
MAG10043	204_1	0.05	average	ANImf	204	SGB204
MAG10044	844_1	0.05	average	ANImf	844	SGB844
MAG10045	257_1	0.05	average	ANImf	257	SGB257
MAG10046	208_1	0.05	average	ANImf	208	SGB208
MAG10047	438_1	0.05	average	ANImf	438	SGB438
MAG10048	247_1	0.05	average	ANImf	247	SGB247
MAG10049	605_1	0.05	average	ANImf	605	SGB605
MAG10050	216_1	0.05	average	ANImf	216	SGB216
MAG10051	576_1	0.05	average	ANImf	576	SGB576
MAG10052	478_2	0.05	average	ANImf	478	SGB478
MAG10053	225_1	0.05	average	ANImf	225	SGB225
MAG10054	497_1	0.05	average	ANImf	497	SGB497
MAG10055	711_1	0.05	average	ANImf	711	SGB711
MAG10056	274_1	0.05	average	ANImf	274	SGB274
MAG10057	192_1	0.05	average	ANImf	192	SGB192
MAG10058	484_1	0.05	average	ANImf	484	SGB484
MAG10059	216_1	0.05	average	ANImf	216	SGB216
MAG10060	204_1	0.05	average	ANImf	204	SGB204
MAG10061	14_1	0.05	average	ANImf	14	SGB14
MAG10062	714_1	0.05	average	ANImf	714	SGB714
MAG10063	702_1	0.05	average	ANImf	702	SGB702
MAG10064	261_1	0.05	average	ANImf	261	SGB261
MAG10065	832_1	0.05	average	ANImf	832	SGB832
MAG10066	609_3	0.05	average	ANImf	609	SGB609
MAG10067	262_1	0.05	average	ANImf	262	SGB262
MAG10068	576_1	0.05	average	ANImf	576	SGB576
MAG10069	239_1	0.05	average	ANImf	239	SGB239
MAG10070	202_1	0.05	average	ANImf	202	SGB202
MAG10071	604_1	0.05	average	ANImf	604	SGB604
MAG10072	104_1	0.05	average	ANImf	104	SGB104
MAG10073	225_1	0.05	average	ANImf	225	SGB225
MAG10074	218_1	0.05	average	ANImf	218	SGB218
MAG10075	675_1	0.05	average	ANImf	675	SGB675
MAG10076	608_1	0.05	average	ANImf	608	SGB608
MAG10077	595_1	0.05	average	ANImf	595	SGB595
MAG10078	144_1	0.05	average	ANImf	144	SGB144
MAG10079	703_1	0.05	average	ANImf	703	SGB703
MAG10080	605_1	0.05	average	ANImf	605	SGB605
MAG10081	592_41	0.05	average	ANImf	592	SGB592
MAG10082	426_2	0.05	average	ANImf	426	SGB426
MAG10083	201_1	0.05	average	ANImf	201	SGB201
MAG10084	110_2	0.05	average	ANImf	110	SGB110
MAG10085	202_1	0.05	average	ANImf	202	SGB202
MAG10086	850_1	0.05	average	ANImf	850	SGB850
MAG10087	260_2	0.05	average	ANImf	260	SGB260
MAG10088	783_2	0.05	average	ANImf	783	SGB783
MAG10089	165_1	0.05	average	ANImf	165	SGB165
MAG10090	576_1	0.05	average	ANImf	576	SGB576
MAG10091	174_1	0.05	average	ANImf	174	SGB174
MAG10092	144_1	0.05	average	ANImf	144	SGB144
MAG10093	605_1	0.05	average	ANImf	605	SGB605
MAG10094	14_1	0.05	average	ANImf	14	SGB14
MAG10095	146_1	0.05	average	ANImf	146	SGB146
MAG10096	110_2	0.05	average	ANImf	110	SGB110
MAG10097	460_1	0.05	average	ANImf	460	SGB460
MAG10098	210_1	0.05	average	ANImf	210	SGB210
MAG10099	758_1	0.05	average	ANImf	758	SGB758
MAG10100	255_1	0.05	average	ANImf	255	SGB255
MAG10101	246_1	0.05	average	ANImf	246	SGB246
MAG10102	440_1	0.05	average	ANImf	440	SGB440
MAG10103	159_1	0.05	average	ANImf	159	SGB159
MAG10104	256_1	0.05	average	ANImf	256	SGB256
MAG10105	316_2	0.05	average	ANImf	316	SGB316
MAG10106	307_1	0.05	average	ANImf	307	SGB307
MAG10107	125_1	0.05	average	ANImf	125	SGB125
MAG10108	608_1	0.05	average	ANImf	608	SGB608
MAG10109	679_2	0.05	average	ANImf	679	SGB679
MAG10110	104_2	0.05	average	ANImf	104	SGB104
MAG10111	475_1	0.05	average	ANImf	475	SGB475
MAG10112	247_1	0.05	average	ANImf	247	SGB247
MAG10113	516_1	0.05	average	ANImf	516	SGB516
MAG10114	312_1	0.05	average	ANImf	312	SGB312
MAG10115	608_1	0.05	average	ANImf	608	SGB608
MAG10116	62_1	0.05	average	ANImf	62	SGB62
MAG10117	739_1	0.05	average	ANImf	739	SGB739
MAG10118	239_1	0.05	average	ANImf	239	SGB239
MAG10119	93_1	0.05	average	ANImf	93	SGB93
MAG10120	731_1	0.05	average	ANImf	731	SGB731
MAG10121	497_1	0.05	average	ANImf	497	SGB497
MAG10122	149_1	0.05	average	ANImf	149	SGB149
MAG10123	671_1	0.05	average	ANImf	671	SGB671
MAG10124	530_1	0.05	average	ANImf	530	SGB530
MAG10125	347_0	0.05	average	ANImf	347	SGB347
MAG10126	56_1	0.05	average	ANImf	56	SGB56
MAG10127	356_1	0.05	average	ANImf	356	SGB356
MAG10128	605_1	0.05	average	ANImf	605	SGB605
MAG10129	218_1	0.05	average	ANImf	218	SGB218
MAG10130	829_1	0.05	average	ANImf	829	SGB829
MAG10131	307_1	0.05	average	ANImf	307	SGB307
MAG10132	671_1	0.05	average	ANImf	671	SGB671
MAG10133	567_1	0.05	average	ANImf	567	SGB567
MAG10134	684_1	0.05	average	ANImf	684	SGB684
MAG10135	843_3	0.05	average	ANImf	843	SGB843
MAG10136	149_1	0.05	average	ANImf	149	SGB149
MAG10137	204_1	0.05	average	ANImf	204	SGB204
MAG10138	216_1	0.05	average	ANImf	216	SGB216
MAG10139	202_1	0.05	average	ANImf	202	SGB202
MAG10140	576_1	0.05	average	ANImf	576	SGB576
MAG10141	182_2	0.05	average	ANImf	182	SGB182
MAG10142	110_2	0.05	average	ANImf	110	SGB110
MAG10143	592_4	0.05	average	ANImf	592	SGB592
MAG10144	608_1	0.05	average	ANImf	608	SGB608
MAG10145	438_1	0.05	average	ANImf	438	SGB438
MAG10146	160_1	0.05	average	ANImf	160	SGB160
MAG10147	261_1	0.05	average	ANImf	261	SGB261
MAG10148	35_1	0.05	average	ANImf	35	SGB35
MAG10149	274_1	0.05	average	ANImf	274	SGB274
MAG10150	208_1	0.05	average	ANImf	208	SGB208
MAG10151	191_1	0.05	average	ANImf	191	SGB191
MAG10152	772_1	0.05	average	ANImf	772	SGB772
MAG10153	258_1	0.05	average	ANImf	258	SGB258
MAG10154	251_1	0.05	average	ANImf	251	SGB251
MAG10155	242_2	0.05	average	ANImf	242	SGB242
MAG10156	731_1	0.05	average	ANImf	731	SGB731
MAG10157	239_1	0.05	average	ANImf	239	SGB239
MAG10158	150_1	0.05	average	ANImf	150	SGB150
MAG10159	428_1	0.05	average	ANImf	428	SGB428
MAG10160	88_1	0.05	average	ANImf	88	SGB88
MAG10161	714_1	0.05	average	ANImf	714	SGB714
MAG10162	609_3	0.05	average	ANImf	609	SGB609
MAG10163	547_0	0.05	average	ANImf	547	SGB547
MAG10164	257_1	0.05	average	ANImf	257	SGB257
MAG10165	225_1	0.05	average	ANImf	225	SGB225
MAG10166	63_1	0.05	average	ANImf	63	SGB63
MAG10167	747_1	0.05	average	ANImf	747	SGB747
MAG10168	675_1	0.05	average	ANImf	675	SGB675
MAG10169	440_1	0.05	average	ANImf	440	SGB440
MAG10170	364_1	0.05	average	ANImf	364	SGB364
MAG10171	707_2	0.05	average	ANImf	707	SGB707
MAG10172	213_1	0.05	average	ANImf	213	SGB213
MAG10173	220_3	0.05	average	ANImf	220	SGB220
MAG10174	689_1	0.05	average	ANImf	689	SGB689
MAG10175	305_1	0.05	average	ANImf	305	SGB305
MAG10176	688_1	0.05	average	ANImf	688	SGB688
MAG10177	37_1	0.05	average	ANImf	37	SGB37
MAG10178	38_1	0.05	average	ANImf	38	SGB38
MAG10179	42_2	0.05	average	ANImf	42	SGB42
MAG10180	110_2	0.05	average	ANImf	110	SGB110
MAG10181	40_1	0.05	average	ANImf	40	SGB40
MAG10182	430_1	0.05	average	ANImf	430	SGB430
MAG10183	632_1	0.05	average	ANImf	632	SGB632
MAG10184	258_3	0.05	average	ANImf	258	SGB258
MAG10185	721_1	0.05	average	ANImf	721	SGB721
MAG10186	261_1	0.05	average	ANImf	261	SGB261
MAG10187	239_1	0.05	average	ANImf	239	SGB239
MAG10188	213_1	0.05	average	ANImf	213	SGB213
MAG10189	121_2	0.05	average	ANImf	121	SGB121
MAG10190	748_1	0.05	average	ANImf	748	SGB748
MAG10191	675_1	0.05	average	ANImf	675	SGB675
MAG10192	139_1	0.05	average	ANImf	139	SGB139
MAG10193	202_1	0.05	average	ANImf	202	SGB202
MAG10194	262_2	0.05	average	ANImf	262	SGB262
MAG10195	150_1	0.05	average	ANImf	150	SGB150
MAG10196	251_1	0.05	average	ANImf	251	SGB251
MAG10197	305_1	0.05	average	ANImf	305	SGB305
MAG10198	192_1	0.05	average	ANImf	192	SGB192
MAG10199	203_1	0.05	average	ANImf	203	SGB203
MAG10200	609_3	0.05	average	ANImf	609	SGB609
MAG10201	14_1	0.05	average	ANImf	14	SGB14
MAG10202	257_1	0.05	average	ANImf	257	SGB257
MAG10203	274_1	0.05	average	ANImf	274	SGB274
MAG10204	225_1	0.05	average	ANImf	225	SGB225
MAG10205	402_1	0.05	average	ANImf	402	SGB402
MAG10206	566_1	0.05	average	ANImf	566	SGB566
MAG10207	714_1	0.05	average	ANImf	714	SGB714
MAG10208	772_1	0.05	average	ANImf	772	SGB772
MAG10209	182_2	0.05	average	ANImf	182	SGB182
MAG10210	196_1	0.05	average	ANImf	196	SGB196
MAG10211	703_1	0.05	average	ANImf	703	SGB703
MAG10212	216_1	0.05	average	ANImf	216	SGB216
MAG10213	438_1	0.05	average	ANImf	438	SGB438
MAG10214	440_1	0.05	average	ANImf	440	SGB440
MAG10215	265_1	0.05	average	ANImf	265	SGB265
MAG10216	177_1	0.05	average	ANImf	177	SGB177
MAG10217	772_1	0.05	average	ANImf	772	SGB772
MAG10218	711_1	0.05	average	ANImf	711	SGB711
MAG10219	671_1	0.05	average	ANImf	671	SGB671
MAG10220	182_2	0.05	average	ANImf	182	SGB182
MAG10221	202_2	0.05	average	ANImf	202	SGB202
MAG10222	703_1	0.05	average	ANImf	703	SGB703
MAG10223	110_1	0.05	average	ANImf	110	SGB110
MAG10224	643_1	0.05	average	ANImf	643	SGB643
MAG10225	773_2	0.05	average	ANImf	773	SGB773
MAG10226	511_2	0.05	average	ANImf	511	SGB511
MAG10227	567_1	0.05	average	ANImf	567	SGB567
MAG10228	747_1	0.05	average	ANImf	747	SGB747
MAG10229	387_1	0.05	average	ANImf	387	SGB387
MAG10230	281_0	0.05	average	ANImf	281	SGB281
MAG10231	213_1	0.05	average	ANImf	213	SGB213
MAG10232	584_1	0.05	average	ANImf	584	SGB584
MAG10233	223_1	0.05	average	ANImf	223	SGB223
MAG10234	555_1	0.05	average	ANImf	555	SGB555
MAG10235	40_1	0.05	average	ANImf	40	SGB40
MAG10236	576_1	0.05	average	ANImf	576	SGB576
MAG10237	259_1	0.05	average	ANImf	259	SGB259
MAG10238	460_1	0.05	average	ANImf	460	SGB460
MAG10239	544_1	0.05	average	ANImf	544	SGB544
MAG10240	438_1	0.05	average	ANImf	438	SGB438
MAG10241	428_1	0.05	average	ANImf	428	SGB428
MAG10242	203_1	0.05	average	ANImf	203	SGB203
MAG10243	474_1	0.05	average	ANImf	474	SGB474
MAG10244	835_2	0.05	average	ANImf	835	SGB835
MAG10245	180_1	0.05	average	ANImf	180	SGB180
MAG10246	354_1	0.05	average	ANImf	354	SGB354
MAG10247	216_1	0.05	average	ANImf	216	SGB216
MAG10248	274_1	0.05	average	ANImf	274	SGB274
MAG10249	516_1	0.05	average	ANImf	516	SGB516
MAG10250	731_1	0.05	average	ANImf	731	SGB731
MAG10251	443_1	0.05	average	ANImf	443	SGB443
MAG10252	63_1	0.05	average	ANImf	63	SGB63
MAG10253	440_1	0.05	average	ANImf	440	SGB440
MAG10254	258_3	0.05	average	ANImf	258	SGB258
MAG10255	261_1	0.05	average	ANImf	261	SGB261
MAG10256	110_2	0.05	average	ANImf	110	SGB110
MAG10257	280_1	0.05	average	ANImf	280	SGB280
MAG10258	251_1	0.05	average	ANImf	251	SGB251
MAG10259	302_1	0.05	average	ANImf	302	SGB302
MAG10260	239_1	0.05	average	ANImf	239	SGB239
MAG10261	402_1	0.05	average	ANImf	402	SGB402
MAG10262	319_2	0.05	average	ANImf	319	SGB319
MAG10263	318_1	0.05	average	ANImf	318	SGB318
MAG10264	33_1	0.05	average	ANImf	33	SGB33
MAG10265	675_1	0.05	average	ANImf	675	SGB675
MAG10266	453_1	0.05	average	ANImf	453	SGB453
MAG10267	307_1	0.05	average	ANImf	307	SGB307
MAG10268	214_0	0.05	average	ANImf	214	SGB214
MAG10269	679_2	0.05	average	ANImf	679	SGB679
MAG10270	772_1	0.05	average	ANImf	772	SGB772
MAG10271	274_1	0.05	average	ANImf	274	SGB274
MAG10272	312_1	0.05	average	ANImf	312	SGB312
MAG10273	576_1	0.05	average	ANImf	576	SGB576
MAG10274	203_1	0.05	average	ANImf	203	SGB203
MAG10275	509_2	0.05	average	ANImf	509	SGB509
MAG10276	208_1	0.05	average	ANImf	208	SGB208
MAG10277	402_1	0.05	average	ANImf	402	SGB402
MAG10278	307_1	0.05	average	ANImf	307	SGB307
MAG10279	239_1	0.05	average	ANImf	239	SGB239
MAG10280	642_1	0.05	average	ANImf	642	SGB642
MAG10281	302_1	0.05	average	ANImf	302	SGB302
MAG10282	739_1	0.05	average	ANImf	739	SGB739
MAG10283	82_1	0.05	average	ANImf	82	SGB82
MAG10284	764_1	0.05	average	ANImf	764	SGB764
MAG10285	305_1	0.05	average	ANImf	305	SGB305
MAG10286	423_1	0.05	average	ANImf	423	SGB423
MAG10287	61_1	0.05	average	ANImf	61	SGB61
MAG10288	671_1	0.05	average	ANImf	671	SGB671
MAG10289	205_1	0.05	average	ANImf	205	SGB205
MAG10290	684_1	0.05	average	ANImf	684	SGB684
MAG10291	200_1	0.05	average	ANImf	200	SGB200
MAG10292	150_1	0.05	average	ANImf	150	SGB150
MAG10293	112_1	0.05	average	ANImf	112	SGB112
MAG10294	202_1	0.05	average	ANImf	202	SGB202
MAG10295	110_2	0.05	average	ANImf	110	SGB110
MAG10296	711_1	0.05	average	ANImf	711	SGB711
MAG10297	314_0	0.05	average	ANImf	314	SGB314
MAG10298	215_1	0.05	average	ANImf	215	SGB215
MAG10299	714_1	0.05	average	ANImf	714	SGB714
MAG10300	251_1	0.05	average	ANImf	251	SGB251
MAG10301	703_1	0.05	average	ANImf	703	SGB703
MAG10302	195_1	0.05	average	ANImf	195	SGB195
MAG10303	748_1	0.05	average	ANImf	748	SGB748
MAG10304	592_18	0.05	average	ANImf	592	SGB592
MAG10305	182_2	0.05	average	ANImf	182	SGB182
MAG10306	199_1	0.05	average	ANImf	199	SGB199
MAG10307	262_2	0.05	average	ANImf	262	SGB262
MAG10308	36_1	0.05	average	ANImf	36	SGB36
MAG10309	213_1	0.05	average	ANImf	213	SGB213
MAG10310	225_1	0.05	average	ANImf	225	SGB225
MAG10311	460_1	0.05	average	ANImf	460	SGB460
MAG10312	354_1	0.05	average	ANImf	354	SGB354
MAG10313	467_0	0.05	average	ANImf	467	SGB467
MAG10314	695_1	0.05	average	ANImf	695	SGB695
MAG10315	149_1	0.05	average	ANImf	149	SGB149
MAG10316	438_1	0.05	average	ANImf	438	SGB438
MAG10317	689_1	0.05	average	ANImf	689	SGB689
MAG10318	334_1	0.05	average	ANImf	334	SGB334
MAG10319	161_1	0.05	average	ANImf	161	SGB161
MAG10320	402_1	0.05	average	ANImf	402	SGB402
MAG10321	177_1	0.05	average	ANImf	177	SGB177
MAG10322	405_1	0.05	average	ANImf	405	SGB405
MAG10323	442_1	0.05	average	ANImf	442	SGB442
MAG10324	110_2	0.05	average	ANImf	110	SGB110
MAG10325	460_1	0.05	average	ANImf	460	SGB460
MAG10326	599_1	0.05	average	ANImf	599	SGB599
MAG10327	14_1	0.05	average	ANImf	14	SGB14
MAG10328	428_1	0.05	average	ANImf	428	SGB428
MAG10329	605_1	0.05	average	ANImf	605	SGB605
MAG10330	251_1	0.05	average	ANImf	251	SGB251
MAG10331	280_1	0.05	average	ANImf	280	SGB280
MAG10332	165_1	0.05	average	ANImf	165	SGB165
MAG10333	674_1	0.05	average	ANImf	674	SGB674
MAG10334	480_1	0.05	average	ANImf	480	SGB480
MAG10335	254_1	0.05	average	ANImf	254	SGB254
MAG10336	516_1	0.05	average	ANImf	516	SGB516
MAG10337	474_1	0.05	average	ANImf	474	SGB474
MAG10338	332_1	0.05	average	ANImf	332	SGB332
MAG10339	592_18	0.05	average	ANImf	592	SGB592
MAG10340	216_1	0.05	average	ANImf	216	SGB216
MAG10341	511_2	0.05	average	ANImf	511	SGB511
MAG10342	146_1	0.05	average	ANImf	146	SGB146
MAG10343	263_1	0.05	average	ANImf	263	SGB263
MAG10344	464_2	0.05	average	ANImf	464	SGB464
MAG10345	389_2	0.05	average	ANImf	389	SGB389
MAG10346	758_1	0.05	average	ANImf	758	SGB758
MAG10347	202_1	0.05	average	ANImf	202	SGB202
MAG10348	247_1	0.05	average	ANImf	247	SGB247
MAG10349	440_1	0.05	average	ANImf	440	SGB440
MAG10350	144_1	0.05	average	ANImf	144	SGB144
MAG10351	431_1	0.05	average	ANImf	431	SGB431
MAG10352	761_1	0.05	average	ANImf	761	SGB761
MAG10353	566_1	0.05	average	ANImf	566	SGB566
MAG10354	124_1	0.05	average	ANImf	124	SGB124
MAG10355	56_1	0.05	average	ANImf	56	SGB56
MAG10356	202_1	0.05	average	ANImf	202	SGB202
MAG10357	703_1	0.05	average	ANImf	703	SGB703
MAG10358	236_1	0.05	average	ANImf	236	SGB236
MAG10359	350_1	0.05	average	ANImf	350	SGB350
MAG10360	121_3	0.05	average	ANImf	121	SGB121
MAG10361	256_1	0.05	average	ANImf	256	SGB256
MAG10362	109_1	0.05	average	ANImf	109	SGB109
MAG10363	38_1	0.05	average	ANImf	38	SGB38
MAG10364	327_0	0.05	average	ANImf	327	SGB327
MAG10365	144_1	0.05	average	ANImf	144	SGB144
MAG10366	348_1	0.05	average	ANImf	348	SGB348
MAG10367	216_1	0.05	average	ANImf	216	SGB216
MAG10368	700_2	0.05	average	ANImf	700	SGB700
MAG10369	504_1	0.05	average	ANImf	504	SGB504
MAG10370	488_1	0.05	average	ANImf	488	SGB488
MAG10371	224_1	0.05	average	ANImf	224	SGB224
MAG10372	201_1	0.05	average	ANImf	201	SGB201
MAG10373	349_1	0.05	average	ANImf	349	SGB349
MAG10374	357_2	0.05	average	ANImf	357	SGB357
MAG10375	237_1	0.05	average	ANImf	237	SGB237
MAG10376	360_0	0.05	average	ANImf	360	SGB360
MAG10377	110_2	0.05	average	ANImf	110	SGB110
MAG10378	192_1	0.05	average	ANImf	192	SGB192
MAG10379	260_1	0.05	average	ANImf	260	SGB260
MAG10380	386_0	0.05	average	ANImf	386	SGB386
MAG10381	208_1	0.05	average	ANImf	208	SGB208
MAG10382	239_1	0.05	average	ANImf	239	SGB239
MAG10383	280_1	0.05	average	ANImf	280	SGB280
MAG10384	261_1	0.05	average	ANImf	261	SGB261
MAG10385	352_0	0.05	average	ANImf	352	SGB352
MAG10386	354_1	0.05	average	ANImf	354	SGB354
MAG10387	772_1	0.05	average	ANImf	772	SGB772
MAG10388	247_1	0.05	average	ANImf	247	SGB247
MAG10389	711_1	0.05	average	ANImf	711	SGB711
MAG10390	116_1	0.05	average	ANImf	116	SGB116
MAG10391	426_2	0.05	average	ANImf	426	SGB426
MAG10392	747_1	0.05	average	ANImf	747	SGB747
MAG10393	438_1	0.05	average	ANImf	438	SGB438
MAG10394	407_1	0.05	average	ANImf	407	SGB407
MAG10395	213_1	0.05	average	ANImf	213	SGB213
MAG10396	269_0	0.05	average	ANImf	269	SGB269
MAG10397	171_1	0.05	average	ANImf	171	SGB171
MAG10398	758_1	0.05	average	ANImf	758	SGB758
MAG10399	511_2	0.05	average	ANImf	511	SGB511
MAG10400	241_1	0.05	average	ANImf	241	SGB241
MAG10401	761_1	0.05	average	ANImf	761	SGB761
MAG10402	479_2	0.05	average	ANImf	479	SGB479
MAG10403	576_1	0.05	average	ANImf	576	SGB576
MAG10404	252_1	0.05	average	ANImf	252	SGB252
MAG10405	703_1	0.05	average	ANImf	703	SGB703
MAG10406	674_1	0.05	average	ANImf	674	SGB674
MAG10407	174_1	0.05	average	ANImf	174	SGB174
MAG10408	318_1	0.05	average	ANImf	318	SGB318
MAG10409	165_2	0.05	average	ANImf	165	SGB165
MAG10410	464_2	0.05	average	ANImf	464	SGB464
MAG10411	701_1	0.05	average	ANImf	701	SGB701
MAG10412	516_1	0.05	average	ANImf	516	SGB516
MAG10413	460_1	0.05	average	ANImf	460	SGB460
MAG10414	440_1	0.05	average	ANImf	440	SGB440
MAG10415	251_1	0.05	average	ANImf	251	SGB251
MAG10416	424_2	0.05	average	ANImf	424	SGB424
MAG10417	402_1	0.05	average	ANImf	402	SGB402
MAG10418	751_1	0.05	average	ANImf	751	SGB751
MAG10419	707_2	0.05	average	ANImf	707	SGB707
MAG10420	714_1	0.05	average	ANImf	714	SGB714
MAG10421	225_1	0.05	average	ANImf	225	SGB225
MAG10422	475_1	0.05	average	ANImf	475	SGB475
MAG10423	216_1	0.05	average	ANImf	216	SGB216
MAG10424	227_1	0.05	average	ANImf	227	SGB227
MAG10425	171_1	0.05	average	ANImf	171	SGB171
MAG10426	758_1	0.05	average	ANImf	758	SGB758
MAG10427	595_1	0.05	average	ANImf	595	SGB595
MAG10428	426_2	0.05	average	ANImf	426	SGB426
MAG10429	14_1	0.05	average	ANImf	14	SGB14
MAG10430	112_1	0.05	average	ANImf	112	SGB112
MAG10431	402_1	0.05	average	ANImf	402	SGB402
MAG10432	551_1	0.05	average	ANImf	551	SGB551
MAG10433	762_1	0.05	average	ANImf	762	SGB762
MAG10434	237_1	0.05	average	ANImf	237	SGB237
MAG10435	488_1	0.05	average	ANImf	488	SGB488
MAG10436	160_1	0.05	average	ANImf	160	SGB160
MAG10437	206_1	0.05	average	ANImf	206	SGB206
MAG10438	110_2	0.05	average	ANImf	110	SGB110
MAG10439	608_1	0.05	average	ANImf	608	SGB608
MAG10440	405_1	0.05	average	ANImf	405	SGB405
MAG10441	440_1	0.05	average	ANImf	440	SGB440
MAG10442	126_1	0.05	average	ANImf	126	SGB126
MAG10443	423_1	0.05	average	ANImf	423	SGB423
MAG10444	732_1	0.05	average	ANImf	732	SGB732
MAG10445	196_1	0.05	average	ANImf	196	SGB196
MAG10446	202_1	0.05	average	ANImf	202	SGB202
MAG10447	751_2	0.05	average	ANImf	751	SGB751
MAG10448	666_1	0.05	average	ANImf	666	SGB666
MAG10449	251_1	0.05	average	ANImf	251	SGB251
MAG10450	460_1	0.05	average	ANImf	460	SGB460
MAG10451	191_1	0.05	average	ANImf	191	SGB191
MAG10452	182_2	0.05	average	ANImf	182	SGB182
MAG10453	739_4	0.05	average	ANImf	739	SGB739
MAG10454	221_1	0.05	average	ANImf	221	SGB221
MAG10455	213_1	0.05	average	ANImf	213	SGB213
MAG10456	205_1	0.05	average	ANImf	205	SGB205
MAG10457	247_1	0.05	average	ANImf	247	SGB247
MAG10458	442_1	0.05	average	ANImf	442	SGB442
MAG10459	689_1	0.05	average	ANImf	689	SGB689
MAG10460	165_1	0.05	average	ANImf	165	SGB165
MAG10461	515_1	0.05	average	ANImf	515	SGB515
MAG10462	204_1	0.05	average	ANImf	204	SGB204
MAG10463	182_2	0.05	average	ANImf	182	SGB182
